"region","typ av specialbostad","bostadsarea","år","Antal"
"Enköping","övrig specialbostad","21-30 kvm","2015",15
"Enköping","övrig specialbostad","21-30 kvm","2016",154
"Enköping","övrig specialbostad","21-30 kvm","2017",154
"Enköping","övrig specialbostad","21-30 kvm","2018",154
"Enköping","övrig specialbostad","21-30 kvm","2019",154
"Enköping","övrig specialbostad","21-30 kvm","2020",154
"Enköping","övrig specialbostad","21-30 kvm","2021",154
"Enköping","övrig specialbostad","21-30 kvm","2022",154
"Enköping","övrig specialbostad","21-30 kvm","2023",154
"Enköping","övrig specialbostad","21-30 kvm","2024",154
"Enköping","övrig specialbostad","31-40 kvm","2013",52
"Enköping","övrig specialbostad","31-40 kvm","2014",52
"Enköping","övrig specialbostad","31-40 kvm","2015",52
"Enköping","övrig specialbostad","31-40 kvm","2016",52
"Enköping","övrig specialbostad","31-40 kvm","2017",52
"Enköping","övrig specialbostad","31-40 kvm","2018",52
"Enköping","övrig specialbostad","31-40 kvm","2019",52
"Enköping","övrig specialbostad","31-40 kvm","2020",52
"Enköping","övrig specialbostad","31-40 kvm","2021",52
"Enköping","övrig specialbostad","31-40 kvm","2022",52
"Enköping","övrig specialbostad","31-40 kvm","2023",52
"Enköping","övrig specialbostad","31-40 kvm","2024",52
"Enköping","övrig specialbostad","41-50 kvm","2013",10
"Enköping","övrig specialbostad","41-50 kvm","2014",10
"Enköping","övrig specialbostad","41-50 kvm","2015",10
"Enköping","övrig specialbostad","41-50 kvm","2016",10
"Enköping","övrig specialbostad","41-50 kvm","2017",10
"Enköping","övrig specialbostad","41-50 kvm","2018",10
"Enköping","övrig specialbostad","41-50 kvm","2019",10
"Enköping","övrig specialbostad","41-50 kvm","2020",10
"Enköping","övrig specialbostad","41-50 kvm","2021",10
"Enköping","övrig specialbostad","41-50 kvm","2022",10
"Enköping","övrig specialbostad","41-50 kvm","2023",10
"Enköping","övrig specialbostad","41-50 kvm","2024",10
"Enköping","övrig specialbostad","51-60 kvm","2013",20
"Enköping","övrig specialbostad","51-60 kvm","2014",20
"Enköping","övrig specialbostad","51-60 kvm","2015",20
"Enköping","övrig specialbostad","51-60 kvm","2016",20
"Enköping","övrig specialbostad","51-60 kvm","2017",20
"Enköping","övrig specialbostad","51-60 kvm","2018",20
"Enköping","övrig specialbostad","51-60 kvm","2019",20
"Enköping","övrig specialbostad","51-60 kvm","2020",20
"Enköping","övrig specialbostad","51-60 kvm","2021",20
"Enköping","övrig specialbostad","51-60 kvm","2022",20
"Enköping","övrig specialbostad","51-60 kvm","2023",20
"Enköping","övrig specialbostad","51-60 kvm","2024",20
"Enköping","övrig specialbostad","> 60 kvm","2013",13
"Enköping","övrig specialbostad","> 60 kvm","2014",13
"Enköping","övrig specialbostad","> 60 kvm","2015",13
"Enköping","övrig specialbostad","> 60 kvm","2016",13
"Enköping","övrig specialbostad","> 60 kvm","2017",13
"Enköping","övrig specialbostad","> 60 kvm","2018",12
"Enköping","övrig specialbostad","> 60 kvm","2019",12
"Enköping","övrig specialbostad","> 60 kvm","2020",12
"Enköping","övrig specialbostad","> 60 kvm","2021",12
"Enköping","övrig specialbostad","> 60 kvm","2022",12
"Enköping","övrig specialbostad","> 60 kvm","2023",12
"Enköping","övrig specialbostad","> 60 kvm","2024",12
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2013",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2014",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2015",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2016",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2017",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2018",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2019",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2020",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2021",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2022",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2023",0
"Östhammar","specialbostad för äldre/funktionshindrade","< 11 kvm","2024",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2013",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2014",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2015",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2016",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2017",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2018",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2019",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2020",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2021",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2022",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2023",0
"Östhammar","specialbostad för äldre/funktionshindrade","11-20 kvm","2024",0
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2013",69
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2014",69
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2015",69
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2016",69
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2017",69
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2018",69
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2019",69
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2020",69
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2021",69
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2022",74
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2023",74
"Östhammar","specialbostad för äldre/funktionshindrade","21-30 kvm","2024",74
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2013",134
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2014",134
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2015",134
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2016",134
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2017",134
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2018",134
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2019",134
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2020",134
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2021",134
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2022",149
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2023",149
"Östhammar","specialbostad för äldre/funktionshindrade","31-40 kvm","2024",209
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2013",74
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2014",74
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2015",74
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2016",74
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2017",74
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2018",74
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2019",74
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2020",74
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2021",74
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2022",79
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2023",79
"Östhammar","specialbostad för äldre/funktionshindrade","41-50 kvm","2024",79
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2013",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2014",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2015",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2016",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2017",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2018",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2019",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2020",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2021",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2022",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2023",23
"Östhammar","specialbostad för äldre/funktionshindrade","51-60 kvm","2024",23
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2013",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2014",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2015",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2016",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2017",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2018",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2019",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2020",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2021",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2022",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2023",161
"Östhammar","specialbostad för äldre/funktionshindrade","> 60 kvm","2024",163
"Östhammar","studentbostad","< 11 kvm","2013",0
"Östhammar","studentbostad","< 11 kvm","2014",0
"Östhammar","studentbostad","< 11 kvm","2015",0
"Östhammar","studentbostad","< 11 kvm","2016",0
"Östhammar","studentbostad","< 11 kvm","2017",0
"Östhammar","studentbostad","< 11 kvm","2018",0
"Östhammar","studentbostad","< 11 kvm","2019",0
"Östhammar","studentbostad","< 11 kvm","2020",0
"Östhammar","studentbostad","< 11 kvm","2021",0
"Östhammar","studentbostad","< 11 kvm","2022",0
"Östhammar","studentbostad","< 11 kvm","2023",0
"Östhammar","studentbostad","< 11 kvm","2024",0
"Östhammar","studentbostad","11-20 kvm","2013",0
"Östhammar","studentbostad","11-20 kvm","2014",0
"Östhammar","studentbostad","11-20 kvm","2015",0
"Östhammar","studentbostad","11-20 kvm","2016",0
"Östhammar","studentbostad","11-20 kvm","2017",0
"Östhammar","studentbostad","11-20 kvm","2018",0
"Östhammar","studentbostad","11-20 kvm","2019",0
"Östhammar","studentbostad","11-20 kvm","2020",0
"Östhammar","studentbostad","11-20 kvm","2021",0
"Östhammar","studentbostad","11-20 kvm","2022",0
"Östhammar","studentbostad","11-20 kvm","2023",0
"Östhammar","studentbostad","11-20 kvm","2024",0
"Östhammar","studentbostad","21-30 kvm","2013",0
"Östhammar","studentbostad","21-30 kvm","2014",0
"Östhammar","studentbostad","21-30 kvm","2015",0
"Östhammar","studentbostad","21-30 kvm","2016",0
"Östhammar","studentbostad","21-30 kvm","2017",0
"Östhammar","studentbostad","21-30 kvm","2018",0
"Östhammar","studentbostad","21-30 kvm","2019",0
"Östhammar","studentbostad","21-30 kvm","2020",0
"Östhammar","studentbostad","21-30 kvm","2021",0
"Östhammar","studentbostad","21-30 kvm","2022",0
"Östhammar","studentbostad","21-30 kvm","2023",0
"Östhammar","studentbostad","21-30 kvm","2024",0
"Östhammar","studentbostad","31-40 kvm","2013",0
"Östhammar","studentbostad","31-40 kvm","2014",0
"Östhammar","studentbostad","31-40 kvm","2015",0
"Östhammar","studentbostad","31-40 kvm","2016",0
"Östhammar","studentbostad","31-40 kvm","2017",0
"Östhammar","studentbostad","31-40 kvm","2018",0
"Östhammar","studentbostad","31-40 kvm","2019",0
"Östhammar","studentbostad","31-40 kvm","2020",0
"Östhammar","studentbostad","31-40 kvm","2021",0
"Östhammar","studentbostad","31-40 kvm","2022",0
"Östhammar","studentbostad","31-40 kvm","2023",0
"Östhammar","studentbostad","31-40 kvm","2024",0
"Östhammar","studentbostad","41-50 kvm","2013",0
"Östhammar","studentbostad","41-50 kvm","2014",0
"Östhammar","studentbostad","41-50 kvm","2015",0
"Östhammar","studentbostad","41-50 kvm","2016",0
"Östhammar","studentbostad","41-50 kvm","2017",0
"Östhammar","studentbostad","41-50 kvm","2018",0
"Östhammar","studentbostad","41-50 kvm","2019",0
"Östhammar","studentbostad","41-50 kvm","2020",0
"Östhammar","studentbostad","41-50 kvm","2021",0
"Östhammar","studentbostad","41-50 kvm","2022",0
"Östhammar","studentbostad","41-50 kvm","2023",0
"Östhammar","studentbostad","41-50 kvm","2024",0
"Östhammar","studentbostad","51-60 kvm","2013",0
"Östhammar","studentbostad","51-60 kvm","2014",0
"Östhammar","studentbostad","51-60 kvm","2015",0
"Östhammar","studentbostad","51-60 kvm","2016",0
"Östhammar","studentbostad","51-60 kvm","2017",0
"Östhammar","studentbostad","51-60 kvm","2018",0
"Östhammar","studentbostad","51-60 kvm","2019",0
"Östhammar","studentbostad","51-60 kvm","2020",0
"Östhammar","studentbostad","51-60 kvm","2021",0
"Östhammar","studentbostad","51-60 kvm","2022",0
"Östhammar","studentbostad","51-60 kvm","2023",0
"Östhammar","studentbostad","51-60 kvm","2024",0
"Östhammar","studentbostad","> 60 kvm","2013",0
"Östhammar","studentbostad","> 60 kvm","2014",0
"Östhammar","studentbostad","> 60 kvm","2015",0
"Östhammar","studentbostad","> 60 kvm","2016",0
"Östhammar","studentbostad","> 60 kvm","2017",0
"Östhammar","studentbostad","> 60 kvm","2018",0
"Östhammar","studentbostad","> 60 kvm","2019",0
"Östhammar","studentbostad","> 60 kvm","2020",0
"Östhammar","studentbostad","> 60 kvm","2021",0
"Östhammar","studentbostad","> 60 kvm","2022",0
"Östhammar","studentbostad","> 60 kvm","2023",0
"Östhammar","studentbostad","> 60 kvm","2024",0
"Östhammar","övrig specialbostad","< 11 kvm","2013",0
"Östhammar","övrig specialbostad","< 11 kvm","2014",0
"Östhammar","övrig specialbostad","< 11 kvm","2015",0
"Östhammar","övrig specialbostad","< 11 kvm","2016",0
"Östhammar","övrig specialbostad","< 11 kvm","2017",0
"Östhammar","övrig specialbostad","< 11 kvm","2018",10
"Östhammar","övrig specialbostad","< 11 kvm","2019",10
"Östhammar","övrig specialbostad","< 11 kvm","2020",10
"Östhammar","övrig specialbostad","< 11 kvm","2021",10
"Östhammar","övrig specialbostad","< 11 kvm","2022",10
"Östhammar","övrig specialbostad","< 11 kvm","2023",10
"Östhammar","övrig specialbostad","< 11 kvm","2024",10
"Östhammar","övrig specialbostad","11-20 kvm","2013",1
"Östhammar","övrig specialbostad","11-20 kvm","2014",1
"Östhammar","övrig specialbostad","11-20 kvm","2015",1
"Östhammar","övrig specialbostad","11-20 kvm","2016",1
"Östhammar","övrig specialbostad","11-20 kvm","2017",1
"Östhammar","övrig specialbostad","11-20 kvm","2018",1
"Östhammar","övrig specialbostad","11-20 kvm","2019",1
"Östhammar","övrig specialbostad","11-20 kvm","2020",1
"Östhammar","övrig specialbostad","11-20 kvm","2021",1
"Östhammar","övrig specialbostad","11-20 kvm","2022",1
"Östhammar","övrig specialbostad","11-20 kvm","2023",1
"Östhammar","övrig specialbostad","11-20 kvm","2024",1
"Östhammar","övrig specialbostad","21-30 kvm","2013",1
"Östhammar","övrig specialbostad","21-30 kvm","2014",1
"Östhammar","övrig specialbostad","21-30 kvm","2015",1
"Östhammar","övrig specialbostad","21-30 kvm","2016",1
"Östhammar","övrig specialbostad","21-30 kvm","2017",1
"Östhammar","övrig specialbostad","21-30 kvm","2018",1
"Östhammar","övrig specialbostad","21-30 kvm","2019",1
"Östhammar","övrig specialbostad","21-30 kvm","2020",1
"Östhammar","övrig specialbostad","21-30 kvm","2021",1
"Östhammar","övrig specialbostad","21-30 kvm","2022",1
"Östhammar","övrig specialbostad","21-30 kvm","2023",1
"Östhammar","övrig specialbostad","21-30 kvm","2024",1
"Östhammar","övrig specialbostad","31-40 kvm","2013",1
"Östhammar","övrig specialbostad","31-40 kvm","2014",1
"Östhammar","övrig specialbostad","31-40 kvm","2015",4
"Östhammar","övrig specialbostad","31-40 kvm","2016",4
"Östhammar","övrig specialbostad","31-40 kvm","2017",4
"Östhammar","övrig specialbostad","31-40 kvm","2018",4
"Östhammar","övrig specialbostad","31-40 kvm","2019",4
"Östhammar","övrig specialbostad","31-40 kvm","2020",4
"Östhammar","övrig specialbostad","31-40 kvm","2021",4
"Östhammar","övrig specialbostad","31-40 kvm","2022",14
"Östhammar","övrig specialbostad","31-40 kvm","2023",14
"Östhammar","övrig specialbostad","31-40 kvm","2024",14
"Östhammar","övrig specialbostad","41-50 kvm","2013",0
"Östhammar","övrig specialbostad","41-50 kvm","2014",0
"Östhammar","övrig specialbostad","41-50 kvm","2015",0
"Östhammar","övrig specialbostad","41-50 kvm","2016",0
"Östhammar","övrig specialbostad","41-50 kvm","2017",0
"Östhammar","övrig specialbostad","41-50 kvm","2018",0
"Östhammar","övrig specialbostad","41-50 kvm","2019",0
"Östhammar","övrig specialbostad","41-50 kvm","2020",0
"Östhammar","övrig specialbostad","41-50 kvm","2021",0
"Östhammar","övrig specialbostad","41-50 kvm","2022",4
"Östhammar","övrig specialbostad","41-50 kvm","2023",4
"Östhammar","övrig specialbostad","41-50 kvm","2024",4
"Östhammar","övrig specialbostad","51-60 kvm","2013",0
"Östhammar","övrig specialbostad","51-60 kvm","2014",0
"Östhammar","övrig specialbostad","51-60 kvm","2015",5
"Östhammar","övrig specialbostad","51-60 kvm","2016",5
"Östhammar","övrig specialbostad","51-60 kvm","2017",5
"Östhammar","övrig specialbostad","51-60 kvm","2018",5
"Östhammar","övrig specialbostad","51-60 kvm","2019",5
"Östhammar","övrig specialbostad","51-60 kvm","2020",5
"Östhammar","övrig specialbostad","51-60 kvm","2021",5
"Östhammar","övrig specialbostad","51-60 kvm","2022",5
"Östhammar","övrig specialbostad","51-60 kvm","2023",5
"Östhammar","övrig specialbostad","51-60 kvm","2024",5
"Östhammar","övrig specialbostad","> 60 kvm","2013",2
"Östhammar","övrig specialbostad","> 60 kvm","2014",2
"Östhammar","övrig specialbostad","> 60 kvm","2015",2
"Östhammar","övrig specialbostad","> 60 kvm","2016",2
"Östhammar","övrig specialbostad","> 60 kvm","2017",2
"Östhammar","övrig specialbostad","> 60 kvm","2018",2
"Östhammar","övrig specialbostad","> 60 kvm","2019",2
"Östhammar","övrig specialbostad","> 60 kvm","2020",2
"Östhammar","övrig specialbostad","> 60 kvm","2021",2
"Östhammar","övrig specialbostad","> 60 kvm","2022",2
"Östhammar","övrig specialbostad","> 60 kvm","2023",2
"Östhammar","övrig specialbostad","> 60 kvm","2024",2
