"region","typ av specialbostad","bostadsarea","år","Antal"
"Heby","specialbostad för äldre/funktionshindrade","11-20 kvm","2022",54
"Heby","specialbostad för äldre/funktionshindrade","11-20 kvm","2023",54
"Heby","specialbostad för äldre/funktionshindrade","11-20 kvm","2024",54
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2013",15
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2014",15
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2015",16
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2016",16
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2017",16
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2018",16
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2019",16
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2020",16
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2021",16
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2022",16
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2023",16
"Heby","specialbostad för äldre/funktionshindrade","21-30 kvm","2024",16
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2013",65
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2014",65
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2015",70
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2016",70
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2017",70
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2018",71
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2019",71
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2020",75
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2021",158
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2022",158
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2023",158
"Heby","specialbostad för äldre/funktionshindrade","31-40 kvm","2024",158
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2013",40
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2014",40
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2015",43
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2016",43
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2017",43
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2018",43
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2019",43
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2020",45
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2021",50
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2022",50
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2023",50
"Heby","specialbostad för äldre/funktionshindrade","41-50 kvm","2024",50
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2013",21
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2014",21
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2015",21
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2016",21
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2017",21
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2018",21
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2019",21
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2020",28
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2021",28
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2022",28
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2023",28
"Heby","specialbostad för äldre/funktionshindrade","51-60 kvm","2024",28
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2013",1
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2014",1
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2015",1
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2016",1
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2017",1
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2018",1
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2019",1
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2020",2
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2021",2
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2022",2
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2023",2
"Heby","specialbostad för äldre/funktionshindrade","> 60 kvm","2024",2
"Heby","studentbostad","< 11 kvm","2013",0
"Heby","studentbostad","< 11 kvm","2014",0
"Heby","studentbostad","< 11 kvm","2015",0
"Heby","studentbostad","< 11 kvm","2016",0
"Heby","studentbostad","< 11 kvm","2017",0
"Heby","studentbostad","< 11 kvm","2018",0
"Heby","studentbostad","< 11 kvm","2019",0
"Heby","studentbostad","< 11 kvm","2020",0
"Heby","studentbostad","< 11 kvm","2021",0
"Heby","studentbostad","< 11 kvm","2022",0
"Heby","studentbostad","< 11 kvm","2023",0
"Heby","studentbostad","< 11 kvm","2024",0
"Heby","studentbostad","11-20 kvm","2013",0
"Heby","studentbostad","11-20 kvm","2014",0
"Heby","studentbostad","11-20 kvm","2015",0
"Heby","studentbostad","11-20 kvm","2016",0
"Heby","studentbostad","11-20 kvm","2017",0
"Heby","studentbostad","11-20 kvm","2018",0
"Heby","studentbostad","11-20 kvm","2019",0
"Heby","studentbostad","11-20 kvm","2020",0
"Heby","studentbostad","11-20 kvm","2021",0
"Heby","studentbostad","11-20 kvm","2022",0
"Heby","studentbostad","11-20 kvm","2023",0
"Heby","studentbostad","11-20 kvm","2024",0
"Heby","studentbostad","21-30 kvm","2013",0
"Heby","studentbostad","21-30 kvm","2014",0
"Heby","studentbostad","21-30 kvm","2015",0
"Heby","studentbostad","21-30 kvm","2016",0
"Heby","studentbostad","21-30 kvm","2017",1
"Heby","studentbostad","21-30 kvm","2018",1
"Heby","studentbostad","21-30 kvm","2019",1
"Heby","studentbostad","21-30 kvm","2020",1
"Heby","studentbostad","21-30 kvm","2021",4
"Heby","studentbostad","21-30 kvm","2022",4
"Heby","studentbostad","21-30 kvm","2023",4
"Heby","studentbostad","21-30 kvm","2024",4
"Heby","studentbostad","31-40 kvm","2013",1
"Heby","studentbostad","31-40 kvm","2014",1
"Heby","studentbostad","31-40 kvm","2015",1
"Heby","studentbostad","31-40 kvm","2016",1
"Heby","studentbostad","31-40 kvm","2017",4
"Heby","studentbostad","31-40 kvm","2018",4
"Heby","studentbostad","31-40 kvm","2019",4
"Heby","studentbostad","31-40 kvm","2020",4
"Heby","studentbostad","31-40 kvm","2021",1
"Heby","studentbostad","31-40 kvm","2022",1
"Heby","studentbostad","31-40 kvm","2023",1
"Heby","studentbostad","31-40 kvm","2024",1
"Heby","studentbostad","41-50 kvm","2013",0
"Heby","studentbostad","41-50 kvm","2014",0
"Heby","studentbostad","41-50 kvm","2015",0
"Heby","studentbostad","41-50 kvm","2016",0
"Heby","studentbostad","41-50 kvm","2017",0
"Heby","studentbostad","41-50 kvm","2018",0
"Heby","studentbostad","41-50 kvm","2019",0
"Heby","studentbostad","41-50 kvm","2020",0
"Heby","studentbostad","41-50 kvm","2021",0
"Heby","studentbostad","41-50 kvm","2022",0
"Heby","studentbostad","41-50 kvm","2023",0
"Heby","studentbostad","41-50 kvm","2024",0
"Heby","studentbostad","51-60 kvm","2013",0
"Heby","studentbostad","51-60 kvm","2014",0
"Heby","studentbostad","51-60 kvm","2015",0
"Heby","studentbostad","51-60 kvm","2016",0
"Heby","studentbostad","51-60 kvm","2017",0
"Heby","studentbostad","51-60 kvm","2018",0
"Heby","studentbostad","51-60 kvm","2019",0
"Heby","studentbostad","51-60 kvm","2020",0
"Heby","studentbostad","51-60 kvm","2021",0
"Heby","studentbostad","51-60 kvm","2022",0
"Heby","studentbostad","51-60 kvm","2023",0
"Heby","studentbostad","51-60 kvm","2024",0
"Heby","studentbostad","> 60 kvm","2013",0
"Heby","studentbostad","> 60 kvm","2014",0
"Heby","studentbostad","> 60 kvm","2015",0
"Heby","studentbostad","> 60 kvm","2016",0
"Heby","studentbostad","> 60 kvm","2017",0
"Heby","studentbostad","> 60 kvm","2018",0
"Heby","studentbostad","> 60 kvm","2019",0
"Heby","studentbostad","> 60 kvm","2020",0
"Heby","studentbostad","> 60 kvm","2021",0
"Heby","studentbostad","> 60 kvm","2022",0
"Heby","studentbostad","> 60 kvm","2023",0
"Heby","studentbostad","> 60 kvm","2024",0
"Heby","övrig specialbostad","< 11 kvm","2013",0
"Heby","övrig specialbostad","< 11 kvm","2014",0
"Heby","övrig specialbostad","< 11 kvm","2015",0
"Heby","övrig specialbostad","< 11 kvm","2016",0
"Heby","övrig specialbostad","< 11 kvm","2017",0
"Heby","övrig specialbostad","< 11 kvm","2018",0
"Heby","övrig specialbostad","< 11 kvm","2019",0
"Heby","övrig specialbostad","< 11 kvm","2020",0
"Heby","övrig specialbostad","< 11 kvm","2021",0
"Heby","övrig specialbostad","< 11 kvm","2022",0
"Heby","övrig specialbostad","< 11 kvm","2023",0
"Heby","övrig specialbostad","< 11 kvm","2024",0
"Heby","övrig specialbostad","11-20 kvm","2013",0
"Heby","övrig specialbostad","11-20 kvm","2014",0
"Heby","övrig specialbostad","11-20 kvm","2015",0
"Heby","övrig specialbostad","11-20 kvm","2016",0
"Heby","övrig specialbostad","11-20 kvm","2017",0
"Heby","övrig specialbostad","11-20 kvm","2018",0
"Heby","övrig specialbostad","11-20 kvm","2019",0
"Heby","övrig specialbostad","11-20 kvm","2020",0
"Heby","övrig specialbostad","11-20 kvm","2021",0
"Heby","övrig specialbostad","11-20 kvm","2022",0
"Heby","övrig specialbostad","11-20 kvm","2023",0
"Heby","övrig specialbostad","11-20 kvm","2024",0
"Heby","övrig specialbostad","21-30 kvm","2013",0
"Heby","övrig specialbostad","21-30 kvm","2014",0
"Heby","övrig specialbostad","21-30 kvm","2015",0
"Heby","övrig specialbostad","21-30 kvm","2016",9
"Heby","övrig specialbostad","21-30 kvm","2017",9
"Heby","övrig specialbostad","21-30 kvm","2018",9
"Heby","övrig specialbostad","21-30 kvm","2019",9
"Heby","övrig specialbostad","21-30 kvm","2020",0
"Heby","övrig specialbostad","21-30 kvm","2021",0
"Heby","övrig specialbostad","21-30 kvm","2022",0
"Heby","övrig specialbostad","21-30 kvm","2023",0
"Heby","övrig specialbostad","21-30 kvm","2024",0
"Heby","övrig specialbostad","31-40 kvm","2013",0
"Heby","övrig specialbostad","31-40 kvm","2014",0
"Heby","övrig specialbostad","31-40 kvm","2015",0
"Heby","övrig specialbostad","31-40 kvm","2016",4
"Heby","övrig specialbostad","31-40 kvm","2017",4
"Heby","övrig specialbostad","31-40 kvm","2018",4
"Heby","övrig specialbostad","31-40 kvm","2019",4
"Heby","övrig specialbostad","31-40 kvm","2020",0
"Heby","övrig specialbostad","31-40 kvm","2021",0
"Heby","övrig specialbostad","31-40 kvm","2022",0
"Heby","övrig specialbostad","31-40 kvm","2023",0
"Heby","övrig specialbostad","31-40 kvm","2024",0
"Heby","övrig specialbostad","41-50 kvm","2013",1
"Heby","övrig specialbostad","41-50 kvm","2014",1
"Heby","övrig specialbostad","41-50 kvm","2015",1
"Heby","övrig specialbostad","41-50 kvm","2016",1
"Heby","övrig specialbostad","41-50 kvm","2017",1
"Heby","övrig specialbostad","41-50 kvm","2018",1
"Heby","övrig specialbostad","41-50 kvm","2019",1
"Heby","övrig specialbostad","41-50 kvm","2020",7
"Heby","övrig specialbostad","41-50 kvm","2021",7
"Heby","övrig specialbostad","41-50 kvm","2022",7
"Heby","övrig specialbostad","41-50 kvm","2023",7
"Heby","övrig specialbostad","41-50 kvm","2024",7
"Heby","övrig specialbostad","51-60 kvm","2013",0
"Heby","övrig specialbostad","51-60 kvm","2014",0
"Heby","övrig specialbostad","51-60 kvm","2015",0
"Heby","övrig specialbostad","51-60 kvm","2016",0
"Heby","övrig specialbostad","51-60 kvm","2017",0
"Heby","övrig specialbostad","51-60 kvm","2018",0
"Heby","övrig specialbostad","51-60 kvm","2019",0
"Heby","övrig specialbostad","51-60 kvm","2020",0
"Heby","övrig specialbostad","51-60 kvm","2021",0
"Heby","övrig specialbostad","51-60 kvm","2022",0
"Heby","övrig specialbostad","51-60 kvm","2023",0
"Heby","övrig specialbostad","51-60 kvm","2024",0
"Heby","övrig specialbostad","> 60 kvm","2013",2
"Heby","övrig specialbostad","> 60 kvm","2014",2
"Heby","övrig specialbostad","> 60 kvm","2015",2
"Heby","övrig specialbostad","> 60 kvm","2016",2
"Heby","övrig specialbostad","> 60 kvm","2017",2
"Heby","övrig specialbostad","> 60 kvm","2018",2
"Heby","övrig specialbostad","> 60 kvm","2019",2
"Heby","övrig specialbostad","> 60 kvm","2020",2
"Heby","övrig specialbostad","> 60 kvm","2021",2
"Heby","övrig specialbostad","> 60 kvm","2022",2
"Heby","övrig specialbostad","> 60 kvm","2023",2
"Heby","övrig specialbostad","> 60 kvm","2024",2
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2013",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2014",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2015",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2016",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2017",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2018",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2019",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2020",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2021",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2022",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2023",0
"Tierp","specialbostad för äldre/funktionshindrade","< 11 kvm","2024",0
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2013",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2014",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2015",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2016",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2017",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2018",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2019",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2020",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2021",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2022",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2023",23
"Tierp","specialbostad för äldre/funktionshindrade","11-20 kvm","2024",23
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2013",59
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2014",59
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2015",59
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2016",59
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2017",50
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2018",50
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2019",50
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2020",107
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2021",107
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2022",107
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2023",107
"Tierp","specialbostad för äldre/funktionshindrade","21-30 kvm","2024",107
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2013",132
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2014",138
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2015",138
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2016",138
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2017",136
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2018",136
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2019",136
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2020",136
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2021",136
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2022",136
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2023",136
"Tierp","specialbostad för äldre/funktionshindrade","31-40 kvm","2024",136
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2013",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2014",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2015",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2016",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2017",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2018",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2019",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2020",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2021",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2022",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2023",29
"Tierp","specialbostad för äldre/funktionshindrade","41-50 kvm","2024",29
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2013",10
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2014",10
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2015",10
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2016",10
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2017",10
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2018",11
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2019",11
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2020",11
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2021",17
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2022",17
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2023",17
"Tierp","specialbostad för äldre/funktionshindrade","51-60 kvm","2024",17
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2013",11
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2014",13
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2015",13
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2016",13
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2017",13
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2018",13
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2019",13
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2020",13
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2021",13
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2022",13
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2023",13
"Tierp","specialbostad för äldre/funktionshindrade","> 60 kvm","2024",13
"Tierp","studentbostad","< 11 kvm","2013",0
"Tierp","studentbostad","< 11 kvm","2014",0
"Tierp","studentbostad","< 11 kvm","2015",0
"Tierp","studentbostad","< 11 kvm","2016",0
"Tierp","studentbostad","< 11 kvm","2017",0
"Tierp","studentbostad","< 11 kvm","2018",0
"Tierp","studentbostad","< 11 kvm","2019",0
"Tierp","studentbostad","< 11 kvm","2020",0
"Tierp","studentbostad","< 11 kvm","2021",0
"Tierp","studentbostad","< 11 kvm","2022",0
"Tierp","studentbostad","< 11 kvm","2023",0
"Tierp","studentbostad","< 11 kvm","2024",0
"Tierp","studentbostad","11-20 kvm","2013",0
"Tierp","studentbostad","11-20 kvm","2014",0
"Tierp","studentbostad","11-20 kvm","2015",0
"Tierp","studentbostad","11-20 kvm","2016",0
"Tierp","studentbostad","11-20 kvm","2017",0
"Tierp","studentbostad","11-20 kvm","2018",0
"Tierp","studentbostad","11-20 kvm","2019",0
"Tierp","studentbostad","11-20 kvm","2020",0
"Tierp","studentbostad","11-20 kvm","2021",0
"Tierp","studentbostad","11-20 kvm","2022",0
"Tierp","studentbostad","11-20 kvm","2023",0
"Tierp","studentbostad","11-20 kvm","2024",0
"Tierp","studentbostad","21-30 kvm","2013",0
"Tierp","studentbostad","21-30 kvm","2014",0
"Tierp","studentbostad","21-30 kvm","2015",0
"Tierp","studentbostad","21-30 kvm","2016",0
"Tierp","studentbostad","21-30 kvm","2017",0
"Tierp","studentbostad","21-30 kvm","2018",0
"Tierp","studentbostad","21-30 kvm","2019",0
"Tierp","studentbostad","21-30 kvm","2020",0
"Tierp","studentbostad","21-30 kvm","2021",0
"Tierp","studentbostad","21-30 kvm","2022",0
"Tierp","studentbostad","21-30 kvm","2023",0
"Tierp","studentbostad","21-30 kvm","2024",0
"Tierp","studentbostad","31-40 kvm","2013",0
"Tierp","studentbostad","31-40 kvm","2014",0
"Tierp","studentbostad","31-40 kvm","2015",0
"Tierp","studentbostad","31-40 kvm","2016",0
"Tierp","studentbostad","31-40 kvm","2017",0
"Tierp","studentbostad","31-40 kvm","2018",0
"Tierp","studentbostad","31-40 kvm","2019",0
"Tierp","studentbostad","31-40 kvm","2020",0
"Tierp","studentbostad","31-40 kvm","2021",0
"Tierp","studentbostad","31-40 kvm","2022",0
"Tierp","studentbostad","31-40 kvm","2023",0
"Tierp","studentbostad","31-40 kvm","2024",0
"Tierp","studentbostad","41-50 kvm","2013",0
"Tierp","studentbostad","41-50 kvm","2014",0
"Tierp","studentbostad","41-50 kvm","2015",0
"Tierp","studentbostad","41-50 kvm","2016",0
"Tierp","studentbostad","41-50 kvm","2017",0
"Tierp","studentbostad","41-50 kvm","2018",0
"Tierp","studentbostad","41-50 kvm","2019",0
"Tierp","studentbostad","41-50 kvm","2020",0
"Tierp","studentbostad","41-50 kvm","2021",0
"Tierp","studentbostad","41-50 kvm","2022",0
"Tierp","studentbostad","41-50 kvm","2023",0
"Tierp","studentbostad","41-50 kvm","2024",0
"Tierp","studentbostad","51-60 kvm","2013",0
"Tierp","studentbostad","51-60 kvm","2014",0
"Tierp","studentbostad","51-60 kvm","2015",0
"Tierp","studentbostad","51-60 kvm","2016",0
"Tierp","studentbostad","51-60 kvm","2017",0
"Tierp","studentbostad","51-60 kvm","2018",0
"Tierp","studentbostad","51-60 kvm","2019",0
"Tierp","studentbostad","51-60 kvm","2020",0
"Tierp","studentbostad","51-60 kvm","2021",0
"Tierp","studentbostad","51-60 kvm","2022",0
"Tierp","studentbostad","51-60 kvm","2023",0
"Tierp","studentbostad","51-60 kvm","2024",0
"Tierp","studentbostad","> 60 kvm","2013",0
"Tierp","studentbostad","> 60 kvm","2014",0
"Tierp","studentbostad","> 60 kvm","2015",0
"Tierp","studentbostad","> 60 kvm","2016",0
"Tierp","studentbostad","> 60 kvm","2017",0
"Tierp","studentbostad","> 60 kvm","2018",0
"Tierp","studentbostad","> 60 kvm","2019",0
"Tierp","studentbostad","> 60 kvm","2020",0
"Tierp","studentbostad","> 60 kvm","2021",0
"Tierp","studentbostad","> 60 kvm","2022",0
"Tierp","studentbostad","> 60 kvm","2023",0
"Tierp","studentbostad","> 60 kvm","2024",0
"Tierp","övrig specialbostad","< 11 kvm","2013",0
"Tierp","övrig specialbostad","< 11 kvm","2014",0
"Tierp","övrig specialbostad","< 11 kvm","2015",0
"Tierp","övrig specialbostad","< 11 kvm","2016",3
"Tierp","övrig specialbostad","< 11 kvm","2017",3
"Tierp","övrig specialbostad","< 11 kvm","2018",3
"Tierp","övrig specialbostad","< 11 kvm","2019",3
"Tierp","övrig specialbostad","< 11 kvm","2020",3
"Tierp","övrig specialbostad","< 11 kvm","2021",3
"Tierp","övrig specialbostad","< 11 kvm","2022",3
"Tierp","övrig specialbostad","< 11 kvm","2023",3
"Tierp","övrig specialbostad","< 11 kvm","2024",3
"Tierp","övrig specialbostad","11-20 kvm","2013",0
"Tierp","övrig specialbostad","11-20 kvm","2014",0
"Tierp","övrig specialbostad","11-20 kvm","2015",0
"Tierp","övrig specialbostad","11-20 kvm","2016",1
"Tierp","övrig specialbostad","11-20 kvm","2017",1
"Tierp","övrig specialbostad","11-20 kvm","2018",1
"Tierp","övrig specialbostad","11-20 kvm","2019",1
"Tierp","övrig specialbostad","11-20 kvm","2020",1
"Tierp","övrig specialbostad","11-20 kvm","2021",1
"Tierp","övrig specialbostad","11-20 kvm","2022",1
"Tierp","övrig specialbostad","11-20 kvm","2023",1
"Tierp","övrig specialbostad","11-20 kvm","2024",1
"Tierp","övrig specialbostad","21-30 kvm","2013",0
"Tierp","övrig specialbostad","21-30 kvm","2014",0
"Tierp","övrig specialbostad","21-30 kvm","2015",0
"Tierp","övrig specialbostad","21-30 kvm","2016",0
"Tierp","övrig specialbostad","21-30 kvm","2017",0
"Tierp","övrig specialbostad","21-30 kvm","2018",0
"Tierp","övrig specialbostad","21-30 kvm","2019",0
"Tierp","övrig specialbostad","21-30 kvm","2020",0
"Tierp","övrig specialbostad","21-30 kvm","2021",0
"Tierp","övrig specialbostad","21-30 kvm","2022",0
"Tierp","övrig specialbostad","21-30 kvm","2023",0
"Tierp","övrig specialbostad","21-30 kvm","2024",0
"Tierp","övrig specialbostad","31-40 kvm","2013",0
"Tierp","övrig specialbostad","31-40 kvm","2014",0
"Tierp","övrig specialbostad","31-40 kvm","2015",0
"Tierp","övrig specialbostad","31-40 kvm","2016",0
"Tierp","övrig specialbostad","31-40 kvm","2017",0
"Tierp","övrig specialbostad","31-40 kvm","2018",0
"Tierp","övrig specialbostad","31-40 kvm","2019",0
"Tierp","övrig specialbostad","31-40 kvm","2020",0
"Tierp","övrig specialbostad","31-40 kvm","2021",0
"Tierp","övrig specialbostad","31-40 kvm","2022",0
"Tierp","övrig specialbostad","31-40 kvm","2023",0
"Tierp","övrig specialbostad","31-40 kvm","2024",0
"Tierp","övrig specialbostad","41-50 kvm","2013",0
"Tierp","övrig specialbostad","41-50 kvm","2014",0
"Tierp","övrig specialbostad","41-50 kvm","2015",0
"Tierp","övrig specialbostad","41-50 kvm","2016",0
"Tierp","övrig specialbostad","41-50 kvm","2017",0
"Tierp","övrig specialbostad","41-50 kvm","2018",0
"Tierp","övrig specialbostad","41-50 kvm","2019",0
"Tierp","övrig specialbostad","41-50 kvm","2020",0
"Tierp","övrig specialbostad","41-50 kvm","2021",0
"Tierp","övrig specialbostad","41-50 kvm","2022",0
"Tierp","övrig specialbostad","41-50 kvm","2023",0
"Tierp","övrig specialbostad","41-50 kvm","2024",0
"Tierp","övrig specialbostad","51-60 kvm","2013",8
"Tierp","övrig specialbostad","51-60 kvm","2014",8
"Tierp","övrig specialbostad","51-60 kvm","2015",8
"Tierp","övrig specialbostad","51-60 kvm","2016",8
"Tierp","övrig specialbostad","51-60 kvm","2017",8
"Tierp","övrig specialbostad","51-60 kvm","2018",8
"Tierp","övrig specialbostad","51-60 kvm","2019",8
"Tierp","övrig specialbostad","51-60 kvm","2020",8
"Tierp","övrig specialbostad","51-60 kvm","2021",8
"Tierp","övrig specialbostad","51-60 kvm","2022",8
"Tierp","övrig specialbostad","51-60 kvm","2023",8
"Tierp","övrig specialbostad","51-60 kvm","2024",8
"Tierp","övrig specialbostad","> 60 kvm","2013",4
"Tierp","övrig specialbostad","> 60 kvm","2014",4
"Tierp","övrig specialbostad","> 60 kvm","2015",6
"Tierp","övrig specialbostad","> 60 kvm","2016",6
"Tierp","övrig specialbostad","> 60 kvm","2017",6
"Tierp","övrig specialbostad","> 60 kvm","2018",6
"Tierp","övrig specialbostad","> 60 kvm","2019",6
